date,tweet_count_[geral]_Bolsonaro,reply_mean_[geral]_Bolsonaro,retweet_mean_[geral]_Bolsonaro,favorite_mean_[geral]_Bolsonaro,nps_mean_[geral]_Bolsonaro,tweet_count_[ciência-e-tecnologia]_Bolsonaro,reply_mean_[ciência-e-tecnologia]_Bolsonaro,retweet_mean_[ciência-e-tecnologia]_Bolsonaro,favorite_mean_[ciência-e-tecnologia]_Bolsonaro,nps_mean_[ciência-e-tecnologia]_Bolsonaro,tweet_count_[saúde]_Bolsonaro,reply_mean_[saúde]_Bolsonaro,retweet_mean_[saúde]_Bolsonaro,favorite_mean_[saúde]_Bolsonaro,nps_mean_[saúde]_Bolsonaro,tweet_count_[eleições]_Bolsonaro,reply_mean_[eleições]_Bolsonaro,retweet_mean_[eleições]_Bolsonaro,favorite_mean_[eleições]_Bolsonaro,nps_mean_[eleições]_Bolsonaro,tweet_count_[segurança-e-direitos-humanos]_Bolsonaro,reply_mean_[segurança-e-direitos-humanos]_Bolsonaro,retweet_mean_[segurança-e-direitos-humanos]_Bolsonaro,favorite_mean_[segurança-e-direitos-humanos]_Bolsonaro,nps_mean_[segurança-e-direitos-humanos]_Bolsonaro,tweet_count_[costumes]_Bolsonaro,reply_mean_[costumes]_Bolsonaro,retweet_mean_[costumes]_Bolsonaro,favorite_mean_[costumes]_Bolsonaro,nps_mean_[costumes]_Bolsonaro,tweet_count_[economia]_Bolsonaro,reply_mean_[economia]_Bolsonaro,retweet_mean_[economia]_Bolsonaro,favorite_mean_[economia]_Bolsonaro,nps_mean_[economia]_Bolsonaro,tweet_count_[política-externa]_Bolsonaro,reply_mean_[política-externa]_Bolsonaro,retweet_mean_[política-externa]_Bolsonaro,favorite_mean_[política-externa]_Bolsonaro,nps_mean_[política-externa]_Bolsonaro,tweet_count_[meio-ambiente-e-agricultura]_Bolsonaro,reply_mean_[meio-ambiente-e-agricultura]_Bolsonaro,retweet_mean_[meio-ambiente-e-agricultura]_Bolsonaro,favorite_mean_[meio-ambiente-e-agricultura]_Bolsonaro,nps_mean_[meio-ambiente-e-agricultura]_Bolsonaro,tweet_count_[educação]_Bolsonaro,reply_mean_[educação]_Bolsonaro,retweet_mean_[educação]_Bolsonaro,favorite_mean_[educação]_Bolsonaro,nps_mean_[educação]_Bolsonaro,tweet_count_[outros]_Bolsonaro,reply_mean_[outros]_Bolsonaro,retweet_mean_[outros]_Bolsonaro,favorite_mean_[outros]_Bolsonaro,nps_mean_[outros]_Bolsonaro,tweet_count_[justiça]_Bolsonaro,reply_mean_[justiça]_Bolsonaro,retweet_mean_[justiça]_Bolsonaro,favorite_mean_[justiça]_Bolsonaro,nps_mean_[justiça]_Bolsonaro,tweet_count_[geral]_Lula,reply_mean_[geral]_Lula,retweet_mean_[geral]_Lula,favorite_mean_[geral]_Lula,nps_mean_[geral]_Lula,tweet_count_[ciência-e-tecnologia]_Lula,reply_mean_[ciência-e-tecnologia]_Lula,retweet_mean_[ciência-e-tecnologia]_Lula,favorite_mean_[ciência-e-tecnologia]_Lula,nps_mean_[ciência-e-tecnologia]_Lula,tweet_count_[saúde]_Lula,reply_mean_[saúde]_Lula,retweet_mean_[saúde]_Lula,favorite_mean_[saúde]_Lula,nps_mean_[saúde]_Lula,tweet_count_[eleições]_Lula,reply_mean_[eleições]_Lula,retweet_mean_[eleições]_Lula,favorite_mean_[eleições]_Lula,nps_mean_[eleições]_Lula,tweet_count_[segurança-e-direitos-humanos]_Lula,reply_mean_[segurança-e-direitos-humanos]_Lula,retweet_mean_[segurança-e-direitos-humanos]_Lula,favorite_mean_[segurança-e-direitos-humanos]_Lula,nps_mean_[segurança-e-direitos-humanos]_Lula,tweet_count_[costumes]_Lula,reply_mean_[costumes]_Lula,retweet_mean_[costumes]_Lula,favorite_mean_[costumes]_Lula,nps_mean_[costumes]_Lula,tweet_count_[economia]_Lula,reply_mean_[economia]_Lula,retweet_mean_[economia]_Lula,favorite_mean_[economia]_Lula,nps_mean_[economia]_Lula,tweet_count_[política-externa]_Lula,reply_mean_[política-externa]_Lula,retweet_mean_[política-externa]_Lula,favorite_mean_[política-externa]_Lula,nps_mean_[política-externa]_Lula,tweet_count_[meio-ambiente-e-agricultura]_Lula,reply_mean_[meio-ambiente-e-agricultura]_Lula,retweet_mean_[meio-ambiente-e-agricultura]_Lula,favorite_mean_[meio-ambiente-e-agricultura]_Lula,nps_mean_[meio-ambiente-e-agricultura]_Lula,tweet_count_[educação]_Lula,reply_mean_[educação]_Lula,retweet_mean_[educação]_Lula,favorite_mean_[educação]_Lula,nps_mean_[educação]_Lula,tweet_count_[outros]_Lula,reply_mean_[outros]_Lula,retweet_mean_[outros]_Lula,favorite_mean_[outros]_Lula,nps_mean_[outros]_Lula,tweet_count_[justiça]_Lula,reply_mean_[justiça]_Lula,retweet_mean_[justiça]_Lula,favorite_mean_[justiça]_Lula,nps_mean_[justiça]_Lula
2018-09-03,20.0,1647.9,6080.7,33743.7,80.16,8.0,507.0,3112.0,14617.0,42.02,8.0,694.0,5393.0,17316.0,45.07,0.0,4.0,8.0,0.0,2.0,1.0,3.0,7.0,6.0,3.0,8.0,6.0,6.0,3.0,8.0,3.0,509.0,3115.0,14618.0,36.02,9.0,0.0,3.0,3.0,2.0,5.0,7.0,7.0,2.0,1.0,2.0,2.0,0.0,6.0,7.0,6.0,3.0,5.0,4.0,5.0,3.0,7.0,5.0,9.0,1.0,25.0,270.12,1085.38,3075.12,42.85,1.0,8.0,2.0,9.0,7.0,6.0,4.0,7.0,1.0,5.0,5.0,2.0,1.0,6.0,0.0,1.0,4.0,9.0,5.0,6.0,2.0,4.0,0.0,2.0,5.0,2.0,4.0,4.0,5.0,0.0,2.0,7.0,3.0,6.0,0.0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,0.0,7.0,3.0,8.0,7.0,3.0,3.0,2.0,7.0,6.0,0.0,6.0,7.0
2018-09-04,23.0,1122.75,6326.75,31175.75,62.9,9.0,6.0,3.0,8.0,4.0,8.0,270.0,1648.0,8313.0,48.59,4.0,165.0,1563.0,7505.0,56.7,6.0,3.0,7.0,8.0,5.0,9.0,1.0,5.0,1.0,2.0,3.0,136.0,1031.0,5714.0,57.49,7.0,9.0,0.0,7.0,7.0,9.0,0.0,2.0,5.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,5.0,3.0,5.0,3.0,2.0,9.0,6.0,1.0,5.0,25.0,306.14,737.0,5808.71,47.82,9.0,10.0,40.5,97.0,51.17,8.0,40.5,116.5,340.5,18.67,12.0,68.67,216.33,583.0,15.0,7.0,3.0,0.0,0.0,6.0,0.0,3.0,5.0,3.0,8.0,3.0,2.0,7.0,8.0,7.0,6.0,4.0,8.0,5.0,7.0,1.0,7.0,3.0,7.0,3.0,2.0,8.0,36.5,102.0,52.17,7.0,6.0,0.0,7.0,0.0,4.0,618.0,818.0,3227.5,13.55
2018-09-05,22.0,1841.56,6192.4400000000005,37980.56,80.86,2.0,8.0,0.0,9.0,9.0,6.0,289.0,2623.0,10760.0,86.41,8.0,355.0,2752.0,10613.0,40.65,8.0,196.0,2158.0,10624.0,69.23,9.0,6.0,8.0,4.0,7.0,1.0,7.0,6.0,8.0,4.0,3.0,9.0,9.0,5.0,3.0,5.0,135.0,891.0,4873.0,51.65,2.0,3.0,8.0,4.0,3.0,0.0,5.0,3.0,7.0,5.0,4.0,3.0,1.0,0.0,1.0,48.0,527.74,611.59,5362.03,30.28,3.0,13.0,105.0,291.5,38.15,11.0,116.0,286.5,1043.5,14.09,13.0,19.92,104.83,336.25,34.129999999999995,5.0,28.0,103.0,266.0,12.55,8.0,5.0,9.0,3.0,9.0,7.0,14.0,75.0,196.0,27.36,9.0,4.0,4.0,8.0,3.0,5.0,3.0,5.0,1.0,7.0,1.0,4.0,2.0,4.0,9.0,8.0,53.0,239.0,926.0,31.84,0.0,8.0,5.0,7.0,7.0
2018-09-06,9.0,1188.83,4611.0,29754.17,69.34,7.0,81.0,931.0,5134.0,80.76,2.0,844.5,4340.0,24534.0,60.42,8.0,9.0,9.0,6.0,0.0,7.0,364.0,2697.0,13893.0,54.93,4.0,5.0,6.0,8.0,5.0,9.0,873.0,4151.0,17258.0,31.6,2.0,0.0,8.0,6.0,7.0,4.0,3.0,7.0,1.0,5.0,4.0,5.0,7.0,6.0,9.0,1.0,2.0,8.0,3.0,5.0,0.0,0.0,1.0,8.0,5.0,24.0,402.35,1393.15,3682.5,41.34,9.0,9.0,5.0,5.0,2.0,8.0,10.0,39.0,124.0,23.28,8.0,53.0,246.5,646.0,24.51,1.0,3.0,7.0,1.0,4.0,2.0,3.0,7.0,8.0,9.0,6.0,29.0,318.0,797.0,50.13,9.0,5.0,2.0,3.0,9.0,3.0,14.0,71.0,205.0,29.85,3.0,6.0,1.0,7.0,8.0,3.0,83.0,279.5,828.0,21.27,5.0,9.0,4.0,5.0,2.0
2018-09-07,5.0,6451.0,14434.0,95043.5,37.57,1.0,0.0,2.0,2.0,0.0,9.0,113.0,709.0,3170.0,18.0,2.0,0.0,2.0,7.0,0.0,5.0,3.0,5.0,2.0,9.0,1.0,9.0,9.0,1.0,2.0,0.0,4.0,9.0,8.0,6.0,1.0,3.0,1.0,3.0,4.0,8.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,6.0,2.0,8.0,3.0,8.0,8.0,1.0,7.0,2.0,8.0,7.0,1.0,27.0,302.43,1270.26,2772.43,49.48,7.0,1.0,9.0,9.0,3.0,12.0,33.0,207.0,588.67,32.07,11.0,42.0,162.0,458.0,25.87,4.0,6.0,3.0,9.0,6.0,3.0,2.0,1.0,1.0,3.0,9.0,35.0,165.0,543.0,25.56,8.0,4.0,7.0,2.0,1.0,7.0,6.0,4.0,2.0,2.0,3.0,108.0,388.0,1367.0,16.65,9.0,35.5,147.5,451.5,22.45,7.0,25.0,173.0,456.33,30.67
2018-09-08,18.0,3695.0,10666.0,65766.0,43.35,2.0,5.0,6.0,1.0,9.0,11.0,3035.0,9282.0,56756.0,45.35,3.0,2883.0,8498.0,52880.0,29.35,7.0,0.0,8.0,6.0,0.0,6.0,3.0,7.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,7.0,5.0,3.0,3.0,8.0,7.0,1.0,7.0,6.0,9.0,1.0,4.0,0.0,3.0,7.0,2.0,4.0,6.0,2.0,24.0,397.33,816.05,3068.19,35.0,1.0,1.0,5.0,6.0,0.0,1.0,9.0,0.0,6.0,8.0,14.0,46.0,136.2,426.4,21.81,0.0,8.0,5.0,7.0,1.0,9.0,9.0,9.0,9.0,8.0,11.0,66.5,186.5,575.5,21.69,5.0,7.0,5.0,7.0,2.0,0.0,3.0,7.0,9.0,4.0,8.0,8.0,3.0,9.0,6.0,8.0,5.0,4.0,8.0,1.0,5.0,3.0,5.0,2.0,2.0
2018-09-09,18.0,2507.0,6129.0,35273.67,73.38,3.0,8.0,4.0,1.0,2.0,3.0,152.0,958.0,2174.0,18.0,1.0,6.0,2.0,1.0,4.0,2.0,6.0,4.0,1.0,9.0,3.0,1.0,0.0,9.0,7.0,6.0,2.0,1.0,9.0,0.0,9.0,0.0,9.0,1.0,5.0,5.0,3.0,0.0,8.0,4.0,2.0,5.0,4.0,2.0,0.0,5.0,2.0,5.0,8.0,7.0,1.0,3.0,2.0,9.0,5.0,17.0,492.2,1836.6,5435.8,44.69,9.0,220.0,831.0,2226.0,23.03,3.0,2.0,8.0,3.0,7.0,8.0,3.0,4.0,8.0,6.0,7.0,9.0,6.0,6.0,1.0,3.0,8.0,3.0,9.0,2.0,1.0,1.0,4.0,7.0,9.0,6.0,9.0,4.0,1.0,7.0,7.0,3.0,8.0,3.0,5.0,4.0,4.0,9.0,8.0,4.0,8.0,220.0,829.0,2222.0,18.03,1.0,0.0,0.0,2.0,9.0
2018-09-10,12.0,1973.0,8887.0,53703.0,78.33,3.0,9.0,9.0,9.0,2.0,2.0,1098.0,6613.0,38851.0,58.73,2.0,2.0,0.0,1.0,8.0,9.0,5.0,3.0,0.0,7.0,2.0,0.0,6.0,4.0,2.0,9.0,9.0,9.0,7.0,5.0,6.0,7.0,1.0,0.0,0.0,5.0,5.0,4.0,7.0,0.0,2.0,4.0,0.0,6.0,0.0,8.0,8.0,8.0,8.0,3.0,4.0,3.0,0.0,1.0,6.0,28.0,469.07,857.73,3550.6,39.77,1.0,31.0,183.0,498.0,37.39,1.0,18.0,137.0,416.0,50.46,8.0,16.0,130.0,411.0,47.46,5.0,6.0,8.0,6.0,2.0,8.0,6.0,2.0,2.0,1.0,7.0,33.0,263.0,604.0,29.91,3.0,1.0,4.0,0.0,7.0,0.0,2.0,7.0,5.0,7.0,4.0,30.0,182.0,503.0,30.39,3.0,28.0,149.0,488.0,31.0,7.0,2.0,4.0,1.0,3.0
2018-09-11,22.0,2255.0,6882.33,47489.0,77.83,2.0,7.0,5.0,6.0,1.0,4.0,193.0,1034.0,4636.0,18.0,2.0,1087.0,3646.0,15234.0,25.37,9.0,0.0,4.0,7.0,3.0,10.0,301.0,3243.0,15259.0,70.47,9.0,466.5,4364.5,19481.5,61.25,5.0,7.0,8.0,7.0,5.0,8.0,1092.0,3640.0,15230.0,24.37,2.0,5.0,3.0,0.0,9.0,9.0,7.0,3.0,6.0,2.0,3.0,9.0,8.0,1.0,4.0,58.0,457.58,1394.31,7110.78,49.01,5.0,58.75,205.0,776.5,45.88,11.0,44.0,229.0,683.0,47.51,16.0,66.5,366.5,1069.5,36.1,6.0,14.0,138.0,396.0,57.36,12.0,15.33,121.67,368.67,59.95,9.0,19.5,130.0,405.0,53.66,5.0,9.0,2.0,6.0,6.0,6.0,7.0,68.0,223.0,149.5,6.0,5.0,3.0,2.0,3.0,9.0,58.2,284.2,794.6,34.6,4.0,17.0,91.67,300.0,39.72
2018-09-12,20.0,1828.2,6888.6,51480.6,69.91,1.0,7.0,4.0,4.0,6.0,11.0,102.0,1013.0,6072.0,9.0,5.0,7.0,8.0,7.0,1.0,1.0,0.0,8.0,2.0,4.0,5.0,5.0,5.0,8.0,1.0,2.0,7.0,5.0,9.0,7.0,4.0,1.0,7.0,9.0,9.0,9.0,718.0,5254.0,28983.0,51.8,6.0,1.0,0.0,6.0,1.0,0.0,8.0,3.0,4.0,6.0,0.0,2.0,9.0,9.0,3.0,42.0,501.21,683.9,5261.76,46.14,10.0,29.5,226.0,659.5,43.38,8.0,84.5,299.0,1104.0,24.44,11.0,79.33,244.67,724.67,23.48,8.0,8.0,7.0,2.0,1.0,3.0,41.0,133.0,431.0,16.21,0.0,8.0,5.0,7.0,1.0,5.0,7.0,2.0,3.0,4.0,0.0,9.0,2.0,0.0,3.0,7.0,91.33,353.33,1025.67,31.27,5.0,46.0,355.0,767.0,34.57,7.0,45.0,136.0,430.0,18.21
2018-09-13,12.0,3193.0,9558.67,51738.0,53.510000000000005,0.0,6.0,7.0,8.0,6.0,5.0,3009.0,8107.0,49026.0,40.66,9.0,6.0,7.0,0.0,3.0,5.0,9.0,0.0,7.0,4.0,5.0,1.0,7.0,5.0,2.0,3.0,9.0,2.0,7.0,4.0,6.0,7.0,2.0,2.0,1.0,7.0,2.0,3.0,6.0,0.0,3.0,2.0,7.0,8.0,3.0,2.0,2.0,8.0,4.0,2.0,4.0,0.0,2.0,1.0,5.0,40.0,335.39,1014.68,4359.74,48.58,5.0,7.0,4.0,1.0,6.0,5.0,36.0,237.0,653.0,23.37,11.0,24.33,103.67,348.0,27.11,0.0,8.0,9.0,1.0,9.0,9.0,0.0,5.0,3.0,0.0,8.0,93.0,459.5,1406.0,29.02,6.0,21.0,183.0,422.0,42.87,4.0,0.0,1.0,5.0,7.0,9.0,62.0,499.0,1337.0,29.56,11.0,30.0,143.0,349.5,20.95,0.0,0.0,4.0,5.0,9.0
2018-09-14,6.0,3494.0,7584.75,53871.25,60.73,6.0,1498.0,6482.0,35416.0,34.980000000000004,7.0,152.0,1005.0,6105.0,22.0,6.0,3.0,5.0,3.0,0.0,7.0,3.0,3.0,7.0,5.0,2.0,0.0,3.0,8.0,4.0,7.0,1500.0,6480.0,35416.0,28.98,4.0,5.0,2.0,7.0,6.0,4.0,1504.0,6479.0,35416.0,28.98,0.0,9.0,3.0,6.0,0.0,1.0,3.0,3.0,2.0,0.0,7.0,4.0,8.0,7.0,9.0,32.0,537.24,1421.12,5402.18,29.81,7.0,333.0,635.5,2495.0,24.76,8.0,44.0,278.0,803.0,34.85,5.0,71.0,135.0,415.0,11.77,7.0,6.0,8.0,9.0,6.0,3.0,309.0,3100.0,7064.0,36.3,9.0,40.0,285.0,806.0,27.85,3.0,27.0,110.0,245.0,21.32,1.0,9.0,7.0,1.0,3.0,8.0,3.0,8.0,4.0,5.0,2.0,7.0,8.0,0.0,8.0,9.0,18.0,113.0,248.0,27.32
2018-09-15,23.0,2676.67,7287.0,33543.89,49.95,4.0,5.0,3.0,3.0,3.0,13.0,2206.5,6262.0,31750.5,38.21,8.0,4.0,0.0,3.0,6.0,7.0,6.0,8.0,9.0,3.0,6.0,5.0,4.0,6.0,2.0,4.0,8.0,1.0,1.0,6.0,4.0,1.0,1.0,7.0,1.0,2.0,2.0,7.0,9.0,2.0,4.0,8.0,6.0,7.0,4.0,8.0,5.0,9.0,8.0,8.0,6.0,5.0,3.0,8.0,8.0,61.0,639.59,1458.1799999999998,6291.84,47.02,6.0,162.5,660.0,2907.5,22.34,6.0,98.0,545.25,1988.5,41.55,11.0,163.0,615.14,2500.14,29.37,3.0,63.0,428.0,1648.0,37.0,9.0,235.0,1065.0,3648.5,33.41,3.0,323.0,1294.33,5358.67,31.84,3.0,5.0,9.0,1.0,3.0,6.0,2.0,9.0,0.0,1.0,8.0,8.0,6.0,5.0,4.0,5.0,206.0,1205.0,4385.0,30.2,2.0,1.0,0.0,6.0,2.0
2018-09-16,22.0,2254.9,7787.8,45327.0,60.47,3.0,6.0,0.0,3.0,9.0,9.0,1270.0,7598.0,33895.0,42.45,6.0,6.0,4.0,5.0,5.0,5.0,2.0,6.0,3.0,6.0,4.0,1.0,4.0,3.0,1.0,2.0,7.0,9.0,9.0,5.0,1.0,7.0,8.0,4.0,0.0,2.0,8.0,8.0,6.0,7.0,8.0,6.0,2.0,4.0,1.0,9.0,294.0,2430.0,13506.0,63.19,8.0,8.0,2.0,5.0,5.0,12.0,419.3,1035.3,6657.8,37.21,8.0,5.0,1.0,6.0,2.0,5.0,5.0,7.0,3.0,3.0,1.0,31.0,234.0,736.0,38.97,2.0,3.0,9.0,1.0,0.0,4.0,6.0,0.0,4.0,8.0,6.0,9.0,4.0,3.0,5.0,9.0,0.0,3.0,0.0,4.0,9.0,8.0,6.0,2.0,0.0,8.0,0.0,8.0,2.0,5.0,8.0,3.0,5.0,6.0,4.0,7.0,88.0,282.0,732.0,11.93
2018-09-17,19.0,1650.0,8366.0,43583.5,69.02000000000001,4.0,1.0,1.0,7.0,0.0,8.0,213.0,963.0,5629.0,8.0,1.0,3.0,1.0,9.0,9.0,3.0,1001.0,6168.0,32025.0,39.41,6.0,2.0,0.0,3.0,5.0,4.0,7.0,0.0,4.0,0.0,5.0,8.0,9.0,3.0,7.0,1.0,1.0,9.0,0.0,8.0,6.0,9.0,7.0,8.0,4.0,1.0,2.0,5.0,5.0,1.0,2.0,6.0,3.0,4.0,2.0,48.0,435.3,931.38,5813.41,41.31,7.0,8.0,4.0,7.0,8.0,14.0,45.43,189.14,716.71,31.19,6.0,20.75,85.75,223.5,23.2,4.0,31.0,198.5,621.5,47.77,9.0,32.0,107.0,443.0,18.87,11.0,25.5,128.75,438.25,32.09,8.0,1.0,6.0,9.0,7.0,0.0,3.0,5.0,0.0,1.0,2.0,9.0,8.0,9.0,1.0,10.0,94.0,335.5,1341.0,28.74,1.0,9.0,4.0,2.0,6.0
2018-09-18,8.0,2456.67,8336.33,52638.0,65.98,0.0,9.0,9.0,3.0,7.0,11.0,1848.0,7882.0,42924.0,45.55,8.0,4.0,1.0,3.0,2.0,3.0,6.0,7.0,6.0,9.0,2.0,8.0,2.0,0.0,0.0,1.0,5.0,6.0,2.0,7.0,5.0,7.0,0.0,5.0,8.0,5.0,1.0,8.0,1.0,2.0,9.0,8.0,4.0,1.0,4.0,8.0,1.0,9.0,2.0,6.0,0.0,8.0,3.0,2.0,3.0,73.0,335.12,970.22,6519.75,49.64,3.0,17.5,97.0,240.5,24.67,12.0,83.67,370.33,1490.33,30.61,7.0,62.5,408.25,1417.25,39.24,7.0,8.0,8.0,2.0,0.0,2.0,15.0,59.0,152.0,18.75,7.0,30.0,178.43,684.86,24.34,2.0,6.0,8.0,2.0,7.0,1.0,16.0,58.0,150.0,16.75,10.0,32.5,164.0,681.5,36.61,2.0,21.0,151.0,308.0,32.71,3.0,1.0,6.0,5.0,6.0
2018-09-19,11.0,2873.6,9159.0,42039.6,51.82,4.0,3.0,3.0,1.0,7.0,13.0,2611.5,9573.5,43891.5,26.74,2.0,3.0,3.0,5.0,2.0,5.0,0.0,3.0,6.0,6.0,3.0,1.0,9.0,1.0,8.0,7.0,2161.0,9847.5,41991.5,24.28,5.0,0.0,1.0,2.0,9.0,8.0,1.0,9.0,0.0,5.0,0.0,9.0,8.0,7.0,9.0,0.0,2.0,5.0,9.0,0.0,8.0,5.0,7.0,0.0,1.0,27.0,546.48,1258.35,7190.610000000001,40.73,9.0,5.0,9.0,8.0,1.0,8.0,41.0,255.0,1036.5,42.11,10.0,19.0,97.67,306.67,30.94,7.0,6.0,9.0,0.0,0.0,6.0,5.0,8.0,4.0,1.0,8.0,8.0,6.0,4.0,7.0,8.0,0.0,9.0,4.0,4.0,10.0,27.0,140.0,437.0,34.82,9.0,0.0,8.0,5.0,1.0,0.0,2.0,0.0,8.0,7.0,6.0,1.0,0.0,4.0,4.0
2018-09-20,10.0,2890.17,7230.5,42354.5,39.58,6.0,4.0,5.0,1.0,9.0,12.0,1247.0,6832.0,30420.0,54.28,3.0,0.0,5.0,4.0,4.0,7.0,0.0,7.0,2.0,2.0,5.0,1833.0,9813.0,45056.0,31.06,1.0,1827.0,9810.0,45054.0,33.06,0.0,3.0,0.0,8.0,0.0,1.0,5.0,2.0,5.0,8.0,4.0,2.0,7.0,1.0,5.0,9.0,3.0,5.0,4.0,6.0,3.0,7.0,3.0,7.0,3.0,39.0,359.94,1017.26,5059.79,48.33,1.0,35.0,229.0,673.0,36.79,9.0,210.0,856.0,2823.0,21.4,7.0,26.2,173.4,493.0,36.28,8.0,32.0,224.0,673.0,34.79,7.0,8.0,0.0,8.0,7.0,3.0,59.5,298.5,763.5,20.67,10.0,122.0,1074.0,3034.0,35.75,7.0,5.0,7.0,0.0,1.0,8.0,0.0,9.0,9.0,6.0,9.0,30.0,152.0,412.0,28.22,3.0,9.0,5.0,2.0,8.0
2018-09-21,22.0,3588.5,11239.83,62500.5,48.43,1.0,0.0,3.0,0.0,0.0,8.0,1180.0,9577.0,39506.0,49.35,0.0,7.0,9.0,0.0,6.0,5.0,8.0,6.0,9.0,0.0,9.0,0.0,4.0,7.0,4.0,5.0,974.0,7613.0,30103.0,40.73,6.0,7.0,2.0,2.0,1.0,7.0,2.0,8.0,7.0,0.0,7.0,2.0,5.0,4.0,8.0,2.0,5.0,4.0,1.0,6.0,1.0,7.0,2.0,2.0,5.0,72.0,565.39,608.36,6373.42,35.22,4.0,20.0,125.0,326.0,31.06,8.0,135.5,522.17,2047.83,31.68,13.0,36.5,180.9,551.7,31.57,0.0,9.0,3.0,4.0,5.0,6.0,187.0,761.0,3223.0,23.97,9.0,83.0,327.38,1212.38,25.88,0.0,5.0,8.0,3.0,1.0,6.0,1.0,5.0,2.0,2.0,5.0,19.0,129.0,328.0,29.06,7.0,53.0,253.0,1134.0,32.15,9.0,27.0,152.0,518.0,31.33
2018-09-22,30.0,1066.07,5912.71,39368.07,82.81,8.0,3.0,2.0,1.0,2.0,1.0,1577.0,5360.0,31907.0,29.97,3.0,6.0,0.0,1.0,1.0,1.0,1465.0,4828.0,27219.0,25.97,6.0,5.0,5.0,5.0,9.0,2.0,3.0,9.0,3.0,4.0,3.0,9.0,6.0,2.0,5.0,9.0,8.0,8.0,5.0,8.0,5.0,7.0,1.0,4.0,2.0,5.0,3.0,7.0,5.0,0.0,9.0,6.0,3.0,5.0,0.0,33.0,547.62,901.62,3552.33,35.8,2.0,7.0,2.0,1.0,0.0,7.0,36.5,174.5,529.0,21.32,10.0,37.0,149.5,421.5,27.29,6.0,7.0,1.0,0.0,8.0,10.0,43.5,167.5,532.0,22.32,10.0,19.5,45.0,129.5,20.22,6.0,0.0,2.0,3.0,8.0,7.0,1.0,1.0,4.0,1.0,7.0,29.0,95.0,276.0,22.48,2.0,22.0,82.0,253.5,21.34,0.0,3.0,4.0,0.0,7.0
2018-09-23,10.0,2089.62,10202.5,42913.380000000005,53.49,2.0,5.0,5.0,2.0,2.0,4.0,706.0,3540.0,22518.0,48.9,1.0,6.0,8.0,6.0,0.0,1.0,2.0,3.0,4.0,1.0,7.0,1.0,7.0,3.0,1.0,5.0,2695.0,11758.0,61243.0,29.07,1.0,4.0,7.0,1.0,5.0,1.0,3.0,4.0,0.0,3.0,1.0,9.0,5.0,4.0,2.0,5.0,9.0,0.0,2.0,9.0,5.0,7.0,6.0,1.0,9.0,50.0,256.88,783.52,6496.97,44.43,5.0,52.0,334.0,508.0,22.39,8.0,6.0,1.0,8.0,0.0,8.0,17.67,110.83,283.83,34.81,2.0,6.0,4.0,9.0,5.0,2.0,1.0,1.0,5.0,2.0,4.0,5.0,0.0,9.0,5.0,6.0,0.0,3.0,7.0,7.0,7.0,5.0,4.0,7.0,5.0,8.0,43.0,189.0,543.0,22.2,1.0,9.0,104.0,248.0,54.29,3.0,2.0,5.0,4.0,2.0
2018-09-24,21.0,2458.67,7063.0,39936.67,70.84,4.0,6.0,9.0,0.0,0.0,11.0,102.0,423.0,5747.0,6.0,3.0,370.0,1654.0,13159.0,43.67,0.0,9.0,9.0,4.0,5.0,6.0,8.0,6.0,7.0,3.0,8.0,8.0,7.0,0.0,9.0,5.0,9.0,9.0,0.0,3.0,5.0,0.0,9.0,3.0,5.0,7.0,8.0,4.0,9.0,2.0,4.0,0.0,8.0,0.0,8.0,0.0,1.0,3.0,8.0,4.0,31.0,240.44,950.0,6190.76,48.61,8.0,96.0,469.0,1673.0,30.02,7.0,19.0,114.5,288.0,24.03,5.0,23.5,57.5,166.5,19.69,2.0,2.0,3.0,6.0,2.0,5.0,1.0,8.0,2.0,8.0,9.0,90.0,192.0,667.0,22.27,3.0,3.0,9.0,7.0,8.0,9.0,53.0,254.0,882.0,26.04,10.0,103.0,476.0,1673.0,27.02,8.0,75.67,124.0,456.0,32.29,1.0,0.0,7.0,3.0,9.0
2018-09-25,29.0,1617.42,4941.92,43005.83,64.4,3.0,4.0,8.0,9.0,5.0,1.0,587.0,4038.0,21764.0,73.53,5.0,564.5,2466.0,10819.0,34.06,6.0,1.0,3.0,9.0,4.0,5.0,6.0,1.0,7.0,7.0,6.0,353.0,2746.0,17234.0,62.72,0.0,4.0,9.0,4.0,5.0,4.0,3.0,7.0,0.0,7.0,2.0,6.0,1.0,2.0,1.0,8.0,8.0,1.0,2.0,7.0,4.0,1.0,5.0,2.0,8.0,36.0,416.26,1153.58,5741.35,47.41,11.0,30.33,131.32999999999998,430.67,29.92,6.0,64.83,205.0,592.0,23.39,11.0,14.0,81.67,218.0,28.74,5.0,43.0,155.0,347.0,13.84,3.0,40.0,279.0,696.5,28.08,4.0,23.5,72.75,245.5,17.29,2.0,2.0,3.0,6.0,8.0,9.0,2.0,2.0,0.0,1.0,4.0,9.0,5.0,0.0,5.0,5.0,31.0,106.0,369.0,24.6,2.0,5.0,3.0,4.0,8.0
