date,BR_gdp_252,EU_gdp_252,US_gdp_252,BR_cpi_252,EU_cpi_252,US_cpi_252,BR_gdp_current,EU_gdp_current,US_gdp_current,BR_cpi_current,EU_cpi_current,US_cpi_current
2018-01-30,0.5124521072796937,-1.8199233716475092,-5.41992337164751,-3.1990804597701152,4.504980842911877,8.2,-3.5,-2.8,12.6,9.78,-5.5,11.2
2018-01-31,0.5134099616858241,11.178544061302684,-2.421455938697318,7.802528735632183,3.5053639846743296,-4.8,-3.5,6.2,-8.4,-3.22,4.5,-2.8
2018-02-01,-1.4856321839080455,-5.822988505747127,3.577011494252874,14.804137931034482,3.505747126436782,-3.8,1.5,9.2,-0.3999999999999999,-14.22,1.5,4.2
2018-02-02,-7.484674329501916,8.175478927203066,-9.424521072796937,6.730651340996169,-4.5408045977011495,7.275095785440612,9.5,3.2,-6.4,15.7,1.45,0.2799999999999998
2018-02-03,-8.484674329501916,6.1754789272030655,-0.4245210727969346,-12.269348659003832,-3.540804597701149,-6.724904214559388,-5.5,7.2,7.6,20.7,-5.55,4.279999999999999
2018-02-04,8.515325670498084,4.1754789272030655,13.575478927203063,-4.269348659003831,1.4591954022988507,-6.724904214559388,-6.5,3.2,-5.4,11.7,-3.55,7.279999999999999
2018-02-05,-0.4837164750957856,10.173946360153256,-3.426053639846744,7.732567049808429,-5.540229885057471,10.27478927203065,9.5,5.2,11.6,2.7,-0.55,-8.72
2018-02-06,4.517241379310345,-3.827586206896552,13.572413793103449,-9.26551724137931,-0.5396551724137932,12.274482758620689,5.5,0.2000000000000001,-2.4,13.7,4.45,5.279999999999999
2018-02-07,10.518199233716476,7.170881226053639,0.5708812260536398,-8.26360153256705,4.4609195402298845,2.29272030651341,0.5,7.2,4.6,-2.3,-4.55,6.3
2018-02-08,6.515325670498084,9.16934865900383,-9.330651340996168,-6.307854406130268,-5.538505747126437,-3.709961685823755,3.5,2.2,12.7,6.65,-4.55,-7.7
2018-02-09,1.5160919540229885,-0.8321839080459768,4.667816091954023,2.6942528735632183,-5.491954022988505,9.291149425287356,2.5,-7.8,5.7,7.65,-6.5,-4.7
2018-02-10,-0.4839080459770115,6.167816091954023,5.667816091954023,5.694252873563219,-1.4919540229885055,5.291149425287356,-3.5,-0.7999999999999998,-3.3,14.65,6.5,-8.7
2018-02-11,-1.4839080459770115,0.1678160919540232,-5.332183908045977,14.69425287356322,-1.4919540229885055,-0.7088505747126441,-6.5,5.2,1.7000000000000002,-4.35,8.5,-4.7
2018-02-12,-5.483141762452108,10.17471264367816,9.666283524904214,-0.303639846743295,3.5084291187739467,-3.709272030651341,0.5,-5.8,15.7,12.65,-6.5,-7.7
2018-02-13,-2.482375478927203,5.173563218390806,6.664750957854406,20.698467432950192,-2.491187739463601,-2.709693486590038,-6.5,-1.7999999999999998,14.7,-5.35,0.5,2.3
2018-02-14,12.5183908045977,7.172413793103448,10.663218390804598,11.70057471264368,5.50919540229885,1.289885057471264,-2.5,-0.7999999999999998,-10.3,8.65,4.5,3.3
2018-02-15,8.519157088122604,1.171264367816092,3.661685823754789,-7.2973180076628354,-3.490421455938697,1.289463601532567,-3.5,-3.8,1.7000000000000002,-6.35,-0.5,-3.7
2018-02-16,-5.48007662835249,5.170114942528736,9.66513409961686,21.70478927203065,-1.4900383141762452,-5.71095785440613,-5.5,-1.7999999999999998,0.7000000000000002,-0.3500000000000001,2.5,2.3
2018-02-17,-4.48007662835249,0.1701149425287358,12.66513409961686,-7.295210727969349,0.5099616858237548,12.28904214559387,-3.5,-3.8,14.7,2.65,4.5,12.3
2018-02-18,8.51992337164751,9.170114942528736,11.66513409961686,16.704789272030652,3.509961685823755,2.2890421455938696,-5.5,-2.8,10.7,0.6499999999999999,3.5,10.3
2018-02-19,2.5206896551724136,1.1689655172413795,-10.336206896551724,14.70689655172414,-2.489655172413793,-7.713448275862069,-2.5,3.2,10.7,-8.35,2.5,-4.7
2018-02-20,3.5214559386973177,1.1678160919540228,-10.337547892720307,-11.290996168582376,-2.489272030651341,9.286053639846742,-5.5,-5.8,6.7,8.65,4.5,12.3
2018-02-21,11.522222222222222,6.255555555555556,-1.338888888888889,-4.28888888888889,-3.488888888888889,-5.714444444444444,-1.5,10.3,-3.3,-4.35,5.5,2.3
2018-02-22,7.522988505747127,11.254022988505747,7.659770114942528,-7.286781609195402,-4.488505747126437,0.2850574712643676,2.5,-1.7000000000000002,-7.3,1.65,-1.5,12.3
2018-02-23,4.52375478927203,-7.747509578544061,9.664367816091954,20.71532567049808,-0.4881226053639849,0.2845593869731799,10.5,-0.7000000000000002,9.7,-8.35,7.5,2.3
2018-02-24,10.52375478927203,3.2524904214559385,-5.335632183908047,15.715325670498084,1.5118773946360151,7.28455938697318,-4.5,6.3,-8.3,-4.35,0.5,6.3
2018-02-25,0.5237547892720302,-7.747509578544061,13.664367816091954,1.7153256704980837,-1.4881226053639849,1.28455938697318,-3.5,1.2999999999999998,8.7,12.65,0.5,-8.7
2018-02-26,9.524521072796936,10.250957854406131,13.663218390804598,-1.212375478927203,6.512260536398468,-5.715938697318007,4.5,-1.7000000000000002,14.7,17.73,8.5,1.2999999999999998
2018-02-27,6.525287356321839,0.2494252873563218,-3.337931034482758,-6.210574712643679,7.51264367816092,-1.7164367816091954,8.5,-7.7,-11.3,4.73,-6.5,-2.7
2018-02-28,-8.473946360153256,4.247892720306513,-5.321685823754789,-11.208773946360154,5.513026819923372,-4.714329501915709,9.5,1.2999999999999998,-1.2799999999999998,16.73,1.5,-2.7
2018-03-01,-4.473180076628353,2.2463601532567044,3.668429118773946,-12.206973180076629,5.513409961685824,2.285249042145593,5.5,-5.7,12.71,8.73,-6.5,4.3
2018-03-02,6.527586206896551,0.2448275862068962,-9.332758620689656,-11.248275862068963,-2.486206896551724,-7.715172413793104,4.5,-0.7000000000000002,4.71,-10.32,4.5,-5.7
2018-03-03,-6.472413793103449,-5.755172413793104,6.667241379310345,-9.248275862068963,6.5137931034482754,3.2848275862068963,2.5,1.2999999999999998,-7.29,-11.32,1.5,-6.7
2018-03-04,-1.4724137931034489,1.2448275862068965,-9.332758620689656,16.751724137931035,-4.4862068965517246,9.284827586206896,2.5,-5.7,3.71,-8.32,8.5,1.2999999999999998
2018-03-05,-0.435823754789272,-2.756704980842912,10.666053639846744,-12.246283524904214,1.514176245210728,-4.715593869731801,5.55,-1.7000000000000002,-6.29,8.68,-1.5,11.3
2018-03-06,0.5645593869731802,-1.7582375478927204,10.66486590038314,6.755708812260536,-2.48544061302682,-7.716015325670498,-3.45,2.3,8.71,8.68,-1.5,-5.7
2018-03-07,-5.435057471264368,-1.7597701149425289,12.66367816091954,1.757701149425288,5.514942528735633,6.283563218390805,7.55,11.3,12.71,18.68,0.5,11.3
2018-03-08,-1.4346743295019162,11.238697318007665,-0.3375095785440614,11.759693486590038,5.515325670498084,-3.716858237547893,7.55,8.3,7.71,-0.3199999999999998,-4.5,2.3
2018-03-09,-4.434291187739463,10.237164750957854,0.6613026819923373,17.76168582375479,7.515708812260536,6.28272030651341,8.55,1.2999999999999998,-3.29,-2.32,-3.5,4.3
2018-03-10,-3.4342911877394635,-6.762835249042146,-6.338697318007663,6.76168582375479,-4.484291187739464,12.28272030651341,-3.45,8.3,-7.29,8.68,4.5,-7.7
2018-03-11,10.565708812260535,-3.7628352490421455,-7.338697318007663,-0.2383141762452103,3.515708812260536,-2.7172796934865904,9.55,8.3,15.71,-0.3199999999999998,-5.5,11.3
2018-03-12,-2.433908045977012,0.2356321839080459,5.660114942528736,-2.23632183908046,-0.4839080459770115,-7.717701149425288,-2.45,6.3,-3.29,-9.32,-6.5,0.2999999999999998
2018-03-13,-0.4335249042145599,9.234099616858238,5.658927203065134,-15.23432950191571,1.5164750957854405,0.2818773946360151,4.55,1.2999999999999998,-11.29,5.68,-3.5,-3.7
2018-03-14,-8.433141762452108,-1.767432950191571,-10.350574712643676,-5.232337164750957,-5.483141762452108,7.283141762452107,1.5499999999999998,-5.7,-10.3,6.68,1.5,10.3
2018-03-15,-6.432758620689656,-2.76896551724138,5.722758620689655,-8.230344827586206,4.517241379310345,-3.6344827586206896,4.55,-5.7,-9.21,-4.32,0.5,12.4
2018-03-16,1.5676245210727964,-6.770498084291188,7.721264367816092,-0.2695402298850577,3.517624521072797,1.364750957854406,8.55,-1.7000000000000002,1.79,-3.37,-5.5,2.4
2018-03-17,6.567624521072796,10.229501915708813,7.721264367816092,-15.269540229885058,0.517624521072797,-0.6352490421455941,6.55,-2.7,15.79,12.63,-2.5,-8.6
2018-03-18,6.567624521072796,3.229501915708812,0.7212643678160919,7.730459770114942,-5.482375478927203,4.364750957854406,0.5499999999999998,-5.7,0.79,16.63,1.5,2.4
2018-03-19,-1.431992337164751,-2.754022988505747,12.727969348659004,17.73264367816092,-0.4819923371647507,0.3967816091954024,-3.45,11.3,7.8,-0.3700000000000001,-4.5,9.44
2018-03-20,10.5683908045977,2.2448275862068963,-10.273563218390803,15.734827586206896,-3.481609195402299,-7.604137931034483,5.55,-4.7,1.7999999999999998,17.63,-6.5,4.44
2018-03-21,1.568773946360153,0.3249042145593868,2.726781609195402,19.737011494252872,7.518773946360153,9.394942528735632,5.55,3.4,-4.2,9.63,7.5,11.44
2018-03-22,5.565325670498084,-4.676628352490422,-5.276628352490421,14.720689655172414,5.519157088122605,-6.605977011494253,8.55,3.4,11.8,-6.4,-3.5,-2.56
2018-03-23,-8.434367816091955,-7.67816091954023,5.72183908045977,-14.276896551724136,2.5195402298850578,12.393103448275864,1.5499999999999998,6.4,6.8,21.6,2.5,9.44
2018-03-24,-7.434367816091955,8.321839080459771,-9.27816091954023,-12.276896551724136,7.519540229885058,3.393103448275862,-0.4500000000000002,0.3999999999999999,3.8,-15.4,-1.5,10.44
2018-03-25,8.565632183908045,3.32183908045977,9.72183908045977,6.723103448275863,0.5195402298850575,1.3931034482758622,-0.4500000000000002,6.4,4.8,2.6,3.5,-6.5600000000000005
2018-03-26,4.565938697318007,8.320306513409962,6.720306513409961,-5.27448275862069,5.51992337164751,-4.607816091954023,5.55,-0.6000000000000001,8.8,7.6,-0.5,-2.56
2018-03-27,-5.433754789272031,0.3187739463601531,7.7187739463601535,4.727931034482759,2.5203065134099614,8.391264367816092,0.5499999999999998,7.4,2.8,-12.4,4.5,-4.5600000000000005
2018-03-28,-8.43344827586207,-1.6827586206896554,-8.282758620689656,0.7303448275862068,-5.479310344827587,5.390344827586207,10.55,11.4,-5.2,13.6,-5.5,12.44
2018-03-29,4.67632183908046,2.3157088122605365,-6.284291187739464,-8.344597701149425,6.521072796934866,-5.610574712643678,3.67,0.3999999999999999,-9.2,0.5099999999999998,4.5,-8.56
2018-03-30,-2.323563218390805,-2.685823754789272,-2.285823754789272,-5.341954022988506,6.521455938697319,-7.611494252873563,8.67,8.4,6.8,4.51,-4.5,7.439999999999999
2018-03-31,11.676436781609194,9.314176245210728,1.714176245210728,6.658045977011494,-0.4785440613026819,-4.611494252873563,-1.33,3.4,-9.2,2.51,6.5,-3.56
2018-04-01,12.676436781609194,7.314176245210728,5.714176245210728,-0.3419540229885056,-3.478544061302682,0.3885057471264366,-2.33,7.4,2.8,-1.4900000000000002,-6.5,11.44
2018-04-02,-2.323448275862069,5.312643678160919,-0.2873563218390802,-12.339310344827586,-5.47816091954023,5.387586206896552,2.67,-4.6,7.8,-0.4900000000000002,3.5,7.439999999999999
2018-04-03,-6.323333333333333,-0.6888888888888891,11.71111111111111,-5.336666666666667,1.5222222222222224,1.3866666666666667,2.67,-7.6,-2.2,1.5099999999999998,8.5,-5.5600000000000005
2018-04-04,3.692260536398467,3.3095785440613024,5.709578544061303,18.65823754789272,1.5226053639846744,11.38574712643678,-6.3100000000000005,1.4,-1.2000000000000002,9.5,7.5,4.44
2018-04-05,12.692298850574712,7.308045977011494,-6.291954022988506,7.660919540229885,0.5229885057471264,-2.615172413793104,-4.3100000000000005,8.4,6.8,1.5,-6.5,-2.56
2018-04-06,2.692337164750958,11.306513409961685,6.706513409961685,-8.33639846743295,5.523371647509578,9.383908045977012,5.69,2.4,5.8,16.5,5.5,6.44
2018-04-07,-1.307662835249042,9.306513409961685,10.706513409961683,12.66360153256705,-5.476628352490422,6.3839080459770114,-0.31,-6.6,7.8,1.5,1.5,-7.56
2018-04-08,4.692337164750958,-3.693486590038314,6.706513409961685,-4.33639846743295,-5.476628352490422,-2.616091954022989,1.69,5.4,4.8,0.5,1.5,-4.5600000000000005
2018-04-09,-0.307624521072797,-7.695019157088122,13.704980842911876,-15.333716475095786,2.5237547892720307,9.382988505747129,-4.3100000000000005,-5.6,5.8,10.5,-2.5,3.44
2018-04-10,2.692413793103448,0.3034482758620687,-2.296551724137931,21.66896551724138,4.524137931034483,-3.617931034482759,3.69,-1.6,-11.2,-3.5,-5.5,-3.56
2018-04-11,3.692452107279693,-3.69808429118774,-3.29808429118774,16.671647509578545,6.524521072796935,6.381149425287356,7.689999999999999,-0.6000000000000001,-9.2,14.5,-5.5,1.44
2018-04-12,2.692490421455939,3.300383141762452,-10.27471264367816,9.67432950191571,-0.475095785440613,-6.604750957854407,10.69,11.4,4.8,1.5,8.5,0.4599999999999999
2018-04-13,11.692528735632184,6.261494252873564,5.724137931034483,21.677011494252877,5.525287356321839,3.394252873563219,-0.31,0.3500000000000001,-7.2,1.5,2.5,-6.54
2018-04-14,-4.307471264367816,10.261494252873565,-1.275862068965517,-10.322988505747126,-0.4747126436781608,5.394252873563219,3.69,-5.65,-1.2000000000000002,0.5,5.5,-4.54
2018-04-15,-1.3074712643678157,1.2614942528735638,-9.275862068965516,-6.322988505747127,3.525287356321839,5.394252873563219,10.69,1.35,12.8,-15.5,4.5,7.46
2018-04-16,-1.3074329501915711,-0.7770114942528736,4.722988505747126,-5.320306513409962,0.525670498084291,5.393256704980843,-1.31,5.3,4.8,15.5,-4.5,3.46
2018-04-17,4.692605363984674,9.22183908045977,12.72183908045977,8.682375478927202,-1.473946360153257,12.392260536398467,8.69,4.3,2.8,21.5,1.5,11.46
2018-04-18,-4.30735632183908,10.220689655172414,13.720689655172414,13.685057471264368,-0.4735632183908047,3.391264367816092,10.69,9.3,-0.2000000000000001,-6.5,-3.5,-4.54
2018-04-19,7.626819923371648,-6.780459770114943,12.719540229885055,13.601149425287357,-3.4731800766283527,3.3902681992337165,5.6,-4.7,-4.2,-15.6,-6.5,-5.54
2018-04-20,9.640804597701148,7.218390804597701,0.7183908045977008,20.590421455938696,6.527203065134099,-7.610727969348659,2.6,4.3,15.8,6.4,-2.5,-1.54
2018-04-21,-8.359195402298852,6.218390804597701,9.7183908045977,-13.409578544061304,5.527203065134099,3.389272030651341,1.6,-7.7,-11.2,16.4,-4.5,10.46
2018-04-22,4.640804597701149,-7.781609195402299,-0.2816091954022992,3.5904214559386967,7.527203065134099,8.389272030651341,8.6,8.3,6.8,-13.6,-4.5,8.46
2018-04-23,1.6413793103448278,-0.7827586206896555,5.7172413793103445,0.5931034482758619,2.527586206896552,-1.6117241379310343,-1.4,-1.7000000000000002,-7.2,-12.6,4.5,-4.54
2018-04-24,8.641954022988505,9.216091954022987,5.716091954022988,19.595785440613028,2.527969348659004,12.38727969348659,2.6,-0.7000000000000002,15.8,15.4,6.5,5.46
2018-04-25,-1.357471264367816,0.2149425287356319,1.7149425287356317,6.598467432950191,-4.5,-4.613716475095786,-2.4,-6.7,-11.2,19.4,1.5,1.46
2018-04-26,1.6431034482758615,4.213793103448276,-6.286206896551724,12.601149425287357,6.5,9.38528735632184,5.6,-7.7,-10.2,11.4,-0.5,3.46
2018-04-27,11.636590038314177,6.212643678160919,1.7126436781609191,-3.396168582375479,0.5,-0.6227969348659004,2.59,7.3,-5.2,2.4,0.5,10.45
2018-04-28,-8.363409961685823,1.2126436781609191,1.7126436781609191,0.6038314176245212,-2.5,4.3772030651341,4.59,1.2999999999999998,0.7999999999999998,-2.6,-4.5,-0.5499999999999998
2018-04-29,3.636590038314176,3.21264367816092,8.71264367816092,-3.396168582375479,-1.5,-1.6227969348659004,-0.4100000000000001,6.3,11.8,13.4,0.5,-0.5499999999999998
2018-04-30,-7.356896551724137,6.211494252873563,5.711494252873563,-3.4146360153256703,-4.5,7.383295019157089,-5.41,5.3,10.8,-4.63,-0.5,0.4599999999999999
2018-05-01,0.6437931034482758,6.210344827586207,13.710344827586209,11.588160919540227,2.5,1.382298850574713,4.59,2.3,-10.2,6.37,8.5,5.46
2018-05-02,9.64448275862069,-7.790804597701149,-8.29080459770115,-0.4090421455938697,-5.5,3.381302681992337,5.59,-5.7,11.8,21.37,-2.5,-4.54
2018-05-03,10.645172413793103,8.208045977011494,-3.2919540229885063,10.59375478927203,-3.5,4.380306513409962,5.59,-5.7,0.7999999999999998,-4.63,-0.5,6.46
2018-05-04,-7.416206896551724,3.194482758620689,7.706896551724137,-8.403448275862068,7.5,3.3793103448275863,6.5,4.3,10.8,5.37,-2.5,-4.54
2018-05-05,-6.416206896551724,-5.805517241379311,-9.293103448275865,11.596551724137932,6.5,6.379310344827586,-2.5,-5.7,6.8,17.37,-2.5,-7.54
2018-05-06,3.583793103448276,2.194482758620689,-7.293103448275863,9.596551724137932,5.5,9.379310344827587,0.5,-0.7000000000000002,9.8,15.37,5.5,11.46
2018-05-07,-1.4371647509578542,9.193180076628352,2.7057471264367816,-2.4595019157088123,-3.5,-8.621685823754788,2.5,-0.7000000000000002,-11.2,8.33,6.5,8.46
2018-05-08,-6.43639846743295,11.191877394636016,7.704597701149424,-11.456934865900385,-1.5,3.377318007662835,-0.5,-0.7000000000000002,4.8,16.33,2.5,2.46
2018-05-09,1.564367816091954,11.190574712643675,9.703448275862067,-12.454367816091954,-4.5,5.376321839080459,8.5,2.3,13.8,21.33,-5.5,-4.54
2018-05-10,-8.434865900383143,-6.810727969348659,-9.297701149425288,-3.451800766283525,0.4999999999999998,5.402298850574713,4.5,8.3,9.8,-6.67,5.5,10.5
2018-05-11,0.5659003831417624,0.1912643678160916,7.7011494252873565,16.544061302681992,4.5,7.401149425287356,9.5,-4.7,7.8,21.32,3.5,9.5
2018-05-12,9.565900383141765,3.191264367816092,-8.298850574712644,10.544061302681992,-2.5,-1.5988505747126438,-1.5,10.3,11.8,10.32,-1.5,2.5
2018-05-13,-2.4340996168582376,7.191264367816092,12.701149425287356,-9.455938697318008,-1.5,-3.598850574712644,-3.5,7.3,4.8,-8.68,-0.5,3.5
2018-05-14,-6.433333333333334,3.183333333333333,-7.300000000000001,1.546666666666666,5.533333333333333,2.4,6.5,9.3,0.7999999999999998,-7.68,-2.5,-8.5
2018-05-15,-1.4325670498084295,-6.8180076628352495,9.698850574712644,19.54927203065134,6.533716475095785,-7.601149425287357,-6.5,-2.7,3.8,5.32,3.5,-7.5
2018-05-16,-1.4318007662835246,3.1806513409961683,6.697701149425287,1.5518773946360152,-2.4659003831417623,-3.602298850574712,-5.5,-1.7000000000000002,-0.2000000000000001,-7.68,-5.5,-4.5
2018-05-17,7.568965517241379,-2.820689655172414,11.696551724137931,-0.4455172413793109,-4.465517241379311,0.3965517241379306,6.5,11.3,10.8,12.32,8.5,-2.5
2018-05-18,6.612030651340996,-0.8255172413793108,0.6954022988505741,-0.4194252873563222,-1.4651340996168585,10.395402298850575,1.4900000000000002,11.3,-2.2,14.34,-5.5,-3.5
2018-05-19,-3.387969348659004,8.17448275862069,-3.304597701149426,19.58057471264368,-3.4651340996168583,-1.6045977011494252,7.49,8.3,-9.2,9.34,7.5,11.5
2018-05-20,8.612030651340996,1.1744827586206892,14.695402298850574,18.58057471264368,-2.4651340996168583,-1.6045977011494252,6.49,-3.7,-5.2,9.34,-2.5,-6.5
2018-05-21,1.6133716475095787,7.173103448275862,-9.323371647509578,12.583218390804598,-1.464750957854406,2.3942528735632185,2.49,0.2999999999999998,0.7999999999999998,-1.66,3.5,1.5
2018-05-22,11.61471264367816,9.171724137931037,0.6752873563218387,-3.4141379310344826,3.535632183908046,-3.606896551724138,3.49,-3.7,9.8,1.34,7.5,-8.5
2018-05-23,7.616053639846743,-2.8080459770114943,-10.326053639846744,10.588505747126437,-1.463984674329502,-5.608045977011495,-6.51,0.2999999999999998,4.8,5.34,0.5,8.5
2018-05-24,-3.3826053639846743,-5.809195402298851,5.672605363984674,-13.408850574712645,-5.46360153256705,-0.6091954022988504,-4.51,4.3,-2.2,-2.66,-3.5,-6.5
2018-05-25,4.618735632183908,8.189655172413794,10.671264367816091,7.581149425287357,4.536781609195403,6.389655172413793,9.49,8.3,4.8,17.32,-1.5,12.5
2018-05-26,8.618735632183908,2.189655172413793,0.6712643678160921,-0.4188505747126432,6.536781609195403,-1.610344827586207,-0.5099999999999998,-5.7,9.8,-11.68,-3.5,1.5
2018-05-27,9.618735632183908,8.189655172413794,-2.328735632183908,5.581149425287357,0.5367816091954025,-5.610344827586207,2.49,-4.7,6.8,7.32,-3.5,9.5
2018-05-28,-7.351340996168583,-3.811494252873564,9.66992337164751,21.59501915708812,0.5371647509578543,1.3885057471264366,2.5,2.3,9.8,14.32,-5.5,7.5
2018-05-29,12.650191570881226,11.18735632183908,-2.331417624521073,10.597854406130269,3.5375478927203066,-3.61264367816092,6.5,-2.7,-1.2000000000000002,12.32,-0.5,8.5
2018-05-30,11.651724137931032,9.186206896551724,13.659655172413792,-6.399310344827587,-3.4620689655172416,-5.613793103448276,4.5,2.3,7.8,11.32,5.5,11.5
2018-05-31,1.6532567049808424,5.173563218390805,3.65823754789272,9.60352490421456,4.53831417624521,-8.614942528735632,-5.5,-4.7,10.8,-6.68,1.5,1.5
2018-06-01,-8.345210727969349,0.1452107279693484,1.6568199233716472,-7.393639846743295,3.538697318007663,4.3839080459770114,7.5,6.3,-8.2,-8.68,-5.5,-1.5
2018-06-02,12.654789272030651,-2.854789272030652,8.656819923371646,13.606360153256706,-2.461302681992337,7.3839080459770114,9.5,-1.7000000000000002,-10.2,6.32,3.5,-1.5
2018-06-03,-1.3452107279693486,1.1452107279693484,-6.343180076628353,4.606360153256705,-5.461302681992337,-5.6160919540229886,9.5,4.3,-5.2,16.32,-5.5,8.5
2018-06-04,-8.34367816091954,-3.85632183908046,-1.344597701149425,-13.390804597701148,2.539080459770115,-3.617241379310344,10.5,2.3,-10.2,-12.68,0.5,-2.5
2018-06-05,10.65785440613027,10.142145593869731,7.653984674329502,2.612030651340996,2.539463601532568,-5.618390804597701,7.5,10.3,12.8,-6.68,-2.5,8.5
2018-06-06,8.659386973180077,-0.8593869731800767,-5.347432950191571,-14.385134099616858,5.539846743295019,4.380459770114943,-5.5,4.3,12.8,-3.68,1.5,-5.5
2018-06-07,5.6609195402298855,0.1390804597701151,9.651149425287358,3.617701149425288,3.5402298850574714,-6.620689655172414,-6.5,9.3,-5.2,-11.68,-1.5,6.5
2018-06-08,4.662452107279693,-0.8624521072796938,12.657854406130268,15.636781609195404,1.5406130268199232,3.4003448275862063,6.5,9.3,-3.2,14.32,-1.5,-8.49
2018-06-09,11.662452107279693,11.137547892720306,-1.3421455938697324,4.636781609195402,6.540613026819923,-5.599655172413794,3.5,1.2999999999999998,5.8,-9.68,4.5,-7.49
2018-06-10,11.662452107279693,-3.862452107279694,-0.3421455938697324,7.636781609195402,-1.4593869731800768,5.400344827586206,1.5,11.3,-4.2,-5.68,6.5,3.51
